Emotion,Text
anger,피곤한 하루를 보낸 후 집에 돌아와 휴식을 취하기 위해 목욕을하고 싶었습니다. 아버지는 먼저 목욕을하고 싶어 하셨는데 한 시간이 지나면 뜨거운 물이 남아 있지 않았습니다. 
anger,나는 그녀를 매우 필요로 할 때 나를 배신하도록 선동 한 여자 친구의 여동생에 대해 많은 분노를 느꼈고 아마도 지금까지 그것을 느꼈을 것입니다. 그녀는 아무것도 생각하지 않고 단순히 모든 것을 전달했습니다. 
anger,나는 화가 나고있다. 
fear,"Libel 변호사들은 ""거짓말""이라는 단어에 신경을 씁니다. 그 이유는 그 사람이 그가 알고있는 것이 사실이 아니라는 것을 말했음을 의미하기 때문입니다. "
neutral,너무 많아? 
joy,여름에 저는 조교로부터 성적표를 받았습니다. 나는 컴퓨터 과학에서 B가 더 나을 것이라고 기대하지 않았습니다. 나는 카드를 보았다 – 나는 A를 얻었다 – 나는 황홀했다. 
fear,"1989 년에 그는 Privy Council이 정부에 대한 그의 대우에 대해 ""깊은 불안""을 표명 한 후 영국에서 싱가포르 정부에 대한 명예 훼손 절차를 시작했습니다 [p. 37574]. "
fear,에드워드는 그의 당혹감을 숨겼다. 
neutral,죄송 해요 . 
neutral,그럴 수 있지 . 나에게 똑바로 줘. 그녀가 당신을 괴롭 혔나요? 
fear,그녀는 동요했다. 눈물이 조금 흘렀습니다. 
neutral,우리는하지 않습니다. 
sadness,"깨어 난 의지는 하나님에 대한 두려움, 죄에 대한 슬픔, 용서에 대한 소망과 하나님의 사랑을 일으 킵니다 (레아의 첫 네 자녀). "
fear,이 메모는 임로가 다른 직업 연금 제도에 '발견되지 않은 유사한 헛소리'가있을 수 있다고 우려했다고 말했다. 
fear,"그날 나는 학교에서 집에 돌아와서 집에 혼자 있었다. 나는 다른 사람들이 어디로 갔는지 몰랐고, 그들이 돌아올 때까지 계속 기다렸고 아무도 오지 않았습니다. 너무 늦어서 겁이났습니다. "
neutral,왜 ? 
joy,그녀는 자신의 재치에 기뻐하며 두 배로 구부리고 쌕쌕 거렸다. 
anger,누가 알아 ! 그것은 나중에 올 수 있습니다. 
joy,굶주린 길잃은 고양이는 만족스러운 집 고양이로 변모했습니다. 
neutral,안녕 ! 
anger,한국 판사들이 속임수를 쓴다. 
joy,출산을 목격하는 기쁨에 뒤이어 실향민이라는 혼란이 뒤따를 수 있습니다. 
joy,그런 다음별로 흥분되지 않은 여러 동료들에게 접시를 보여준 그는 휴가를 다시 시작했습니다. 
neutral,그게 사실이지만 레코드 플레이어를 사야합니다. 
joy,더 나을 수 없습니다. 그리고 너 ? 
fear,"끔찍한 꿈을 꾸었을 때, 하루 종일 꿈이 이루어질 지 모른다는 두려움을 느꼈습니다. 예를 들어 뱀에게 맞거나 먹혔습니다. "
anger,내 룸메이트는 나에게 무례했다. 
anger,형제들이 내 남자 친구에게 잔인 할 때 그의 플랫 메이트가 내 형제의 손가락 중 하나를 구부려서. 그의 잘못이 아니 었습니다. 
sadness,릴리는 지난주에 나와 헤어졌다. 사실 그녀는 나를 차 버렸다. 
anger,나는 저널을 위해 일합니다. 일부 동료의 무분별 함으로 인해 레이아웃이 아무것도 나오지 않았습니다. 
anger,그는 Clarissa가 그러한 지시를 내릴 수 없다는 것에 매우 화가났습니다. 
sadness,독감에 걸린 것 같습니다. 
fear,첫 여자 친구와의 관계가 헤어 졌을 때 너무 늦게 깨달았습니다. 
neutral,사진. 
joy,축하합니다 ! 당신의 정상적인 핸디캡은 무엇입니까? 
joy,"솔직히 말해서, 지구가 계속 거주 할 수있는 곳이되기 위해서는 우리 모두가 환경에 더 관심을 가져야 할 것입니다. "
joy,15 년 동안 보지 못했던 두 친구를 만났습니다. 그들은 나에게 특별한 사람들이었습니다. 
fear,누군가 나를 스토킹하고있는 것 같아요. 
neutral,그녀는 10 살입니다. 
joy,표준 8 개 시험을 통과했을 때 나는 뛰어 내려 땅을 밟았습니다. 
anger,"어느 날 밤 우리 가족은 모두 집 앞 복도에 앉아 신사처럼 보이는 사람이 들어 왔습니다. 그는 아버지의 고객이었고 소송과 관련하여 아버지에게 뇌물을 주러 왔습니다. 아버지의 거절에 그는 아버지를 학대했고, 형제와 나는 화를 낼 수 없었고, 우리는 그에게 달려갔습니다. "
neutral,티켓 두 장주세요. 얼마 죠 ? 
joy,메리 크리스마스 ! 
neutral,"저, 의 ! "
anger,내 친구가 나를 오해했다. 
sadness,친구에게 두 번째로 남자 친구를 잃는 것. 그는 그녀와 사랑에 빠졌습니다. 몇 달 전에 다른 남자 친구에게도 같은 일이 일어났습니다. 
fear,강도가 우리 집에 침입하여 아버지가 돈을 떼지 않으면 총을 쏘겠다고 위협했을 때 나는 매우 두려웠습니다. 나는 방아쇠에 손을 댄 남자를 바라보고 있었다. 
neutral,"어, 그래. "
joy,"나는 꿈이 있었다 : 나는 뉴 테리토리 (마을)에 돌집이 여러 개 있었지만 가구가별로없는 아주 친한 친구가 있었다. 그는 나를 그의 밭을 보러 갔고 (나는 그들을 본 적이 없었습니다) 햇빛이 반사되는 몇 인치의 맑은 물이있었습니다. 나는 들판에있는 짧은 녹색 식물들 사이에 앉아 싶었지만 식물을 밟아 죽이는 것이 두려웠다. 내 친구는 ""그들은 죽지 않을거야""라고 말했고 나는 행복하게 앉았고 바지가 젖지 않았습니다. "" "
fear,당신에게 짖는 개와 함께 걷고 당신을 따라갑니다. 
anger,여자 친구와 함께 집에 갈 때 사건이 발생했습니다. 도중에 Banda라는 남자가 내 앞에서 여자 친구를 붙 잡았습니다. 나는 그에게 정말 화가 나서 그에게 돌을 던졌고 그는 도망 쳤습니다. 
fear,당신은 그것이 재미 있다고 생각합니다. 나는 겁에 질렸다 . 
anger,예 . 스웨터를 찾을 수 없습니다. 어제 세탁물을 보냈는데 세탁이 끝나면. 내 찰싹 때리기가 없어졌습니다. 
joy,아버지로부터 편지를 받았습니다 (보통 그는 저에게 편지를 쓰지 않습니다). 
anger,하지만 이미 릴리를 먹었나요? 그녀에 대해 말 했어야했는데 말하지 않았어. 
neutral,예 . 
anger,더 높은 사람이 왜 특정 일을하지 않았는지 물었을 때 나는 짜증이났습니다. 
anger,내가 경기에서 세 번째 골을 넣었을 때 그들이 나를 비난했을 때. 
anger,내가 일에 대한 의구심을 묻는 내 사장에게 가곤했을 때 그는 상관하지 않았고 대답도하지 않았고 나를 혼자 말하게했다. 
fear,사고를봤을 때 한 여성이 쳐박혀 그 자리에서 죽었습니다. 
sadness,친애하는 친구가 제가 일하는 부서에서 제거되었습니다. 
neutral,좋은 생각 . 
neutral,긍정적 인。 
fear,나는 일곱 살 난 아들이 걱정됩니다. 
sadness,기분이 안좋아 
neutral,농담 아니야! 
anger,내 동생이 카세트를 손상 시켰을 때. 
fear,"내가 10 대 우상이었던 남자를 울 렸을 때 오클랜드에 있었다. 정말 무서웠고, 무엇을 말하고해야할지 몰랐습니다. "
anger,노조의 대변인으로서 저는 오랜 기간 동안 불충실하게 행동해온 동료와 다툼을 벌였습니다. 
neutral,내 또래는 가까운 친척이다. 이제는 나이가 많아서 그들과 함께 시간을 많이 보내지 않아서 나이가 많은 사촌들만큼 어린 사촌들도 알지 못합니다. 
joy,제 동생이 말라위 대학교 (폴리 테크닉)에 선발되었을 때. 저는 매우 흥분되었고 마침내 우리 가족 중 한 명이 대학 수준의 자격을 얻었 기 때문에 기뻤습니다. 
joy,"그래, 내가 갈게. "
sadness,아버지는 최근에 심장 마비를 앓으 셨고 병원에서 몇 달을 보냈습니다. 
anger,당신과 이야기하게되어 기쁩니다. 
neutral,그래서 무엇이 문제입니까? 
joy,McArthur 선장은 뮤지컬 코미디 애호가 였고 Kingswood 부인이 형식에 대해 비판적으로 말했을 때 기뻐하지 않았습니다. 
anger,물고기를 놓친 것에 대한 나의 성가심은 내가 뿌리에 걸리지 않는다는 것을 깨달았을 때 안도감으로 바뀝니다. 
sadness,"나는 약 1 년 동안 여자 친구와 헤어졌다. 그녀의 생일에 나는 그녀의 우편함에 선물을 넣었다. 나는 그녀에게 적합한 선물을 고르는 데 이틀을 보냈다. 나는 며칠을 기다렸는데 그녀의 답장이 없었다. 마침내 나는 내 우편함에 감사 카드를 받았다. 카드에는 내 이름, 감사합니다라는 단어와 그녀의 서명 만있었습니다. 그때 나는 매우 슬펐습니다. "
joy,부모님이 해외로 나가 몇 년 동안 나를 내버려 두 신다는 것을 알게되었을 때. 
fear,정말 악몽 이었어! 
neutral,내 부모님 . 
sadness,나는 친구와 함께 다음날 스케이트를 타러 갔다. 그는 우리가 아침 늦게 집에 돌아 왔기 때문에 12시에 전화로 그를 깨우라고 요청했습니다. 다음날 나는 그에게 전화를 걸었습니다. 그는 집에 없었습니다. 이런 일이 여러 번 나에게 일어났던 것처럼 누구에게도 의지 할 수 없다는 결론에 도달했고 매우 슬펐습니다. 
neutral,"예, 그렇습니다. 그러나 구독이있는 경우에만 모든 기사에 액세스 할 수 있습니다. "
anger,"오, 닥쳐! "
joy,오늘 Parrot Academy에서 첫 원정 경기 !! 오늘 보시면 V. Boys and Girls 행운을 빕니다 :) #letsgocanes 
fear,기도하는 삶의 # 권력을 빼앗기지 마십시오. #NoFearHere 
joy,"내 생각에, 그것은 아주 잘 시작되어 올드 아일랜드의 만족스러운 성자에 의해 벌집 오두막에서 작곡 된 8 세기 은둔의 구절의 번역으로 쉽게 착각 할 수 있습니다. "
sadness,때로는 스포츠 고등학교와 스포츠에서 실현되지 않은 꿈에 대해 슬픔을 경험합니다. 어쨌든 거기서 6 년을 보냈습니다. 
sadness,기숙사로 이사 한 이후로 대부분의 여가 시간을 남자 친구와 보내고 있습니다. 나는 나의 옛 고등학교 친구들을 거의 볼 수 없다. 지난 2 명의 가장 친한 친구와 몇 가지 나쁜 사건이있었습니다. 
fear,엘리베이터에 대한 불안감이 있습니다. 이 불안은 문을 열어야하는 순간에 최악이다. 나는 우리 대학의 엘리베이터에 자주 가지고 있습니다. 
joy,클래식. 마음을 진정시킬 수있는 것. 
joy,많은 부끄러움을 겪은 후 저는 기독교인이되었고 마음에 새로운 일이 일어났습니다. 넘쳐나는 기쁨이 내 안에 나타났다. 
joy,내 생일에 아주 친한 친구가 나에게 커다란 꽃다발을 보냈을 때. 
sadness,`네가 나를 돕지 않으면 내가 네가 그 어느 때보 다 더 비참하게 만들 것이다. 
fear,여성에 대한 성폭행을 다루는 공포 영화를 보았다. 
sadness,"오, 안돼! 이제 어떻게해야합니까? "
anger,나는 웃었다 – 나는 기분이 상하지 않았다. 
sadness,"엄마를 향한 아버지의 사랑이 부족한 상황에서 누구보다 그에게 슬픔을 느끼는 이유는 그들 사이에 얼마나 많은 사랑과 행복이있을 수 있는지, 그리고 엄마와 떨어져 얼마나 자신을 해치고 있는지 알지 못하기 때문입니다. "
fear,"당신은 당신의 다음 월급까지 성공하지 못할 무서운 깨달음을 알고 있습니까? 그래, 그거. Payday는 13 일 뒤에 고통 스럽습니다. "
anger,"나는 지난 시험에서 분노를 느꼈고, 선생님이 나를 객관적으로 평가하지 않았고 실패했기 때문에 화가났다. "
fear,그의 목소리는 예민했지만 놀라지는 않았다. 
fear,밤에 혼자 외출 할 때. 
joy,훌륭합니다! 계획이 있습니까? 
neutral,나는 왜 일부 부모가 딸이 따라갈 수 없다고 불평하고 불평하는지 이해하지 못합니다. 
neutral,어떤 사람? 
anger,한 대학에서 다른 대학으로 편입 할 수 없다는 것을 알았을 때. 나는 교육 당국과 정부를 모욕하기 시작했고 결국 문에 도착했습니다. 
neutral,"만나서 반가워, Lean. 제 이름은 Alike입니다. 나는 일본에서 왔어 . "
sadness,이모가 죽었을 때. 
neutral,내가 할 것이다 . 
neutral,내가 참조 . 
joy,"눈에 띄는 점은 모든 사람이 직업, 표준 및 목표가 중요하다고 믿고 있으며 모두가 연기하는 일에 대해 흥분을 느낀다는 것입니다. "
anger,Tzann은 약간의 분노로 혀를 꼬집었다. 
sadness,"예를 들어, 약간 우울하고 피곤한 노인들은 암페타민을 투여 받았습니다. "
fear,나는 운전하다가 신호등에서 멈췄다. 분명 해지 자마자 우회전을 할 계획이었습니다. 왼쪽이 맑아서 시작했지만 한 남자가 차 앞에있었습니다. 
neutral,로라. 
fear,혼자서 공포 이야기를 읽는다. 
anger,그가 내 주소를 먼저 물어 본 것도 당연합니다. 
neutral,빵 . 
fear,밤에 유령 같은 소음이 들렸습니다. 
neutral,그래. 
joy,운전 시험에 합격했을 때이 시험을 본 것은 다섯 번째였습니다. 
sadness,H.S.C 시험을 위해 공부를 많이했는데 의료 방송에 못 오게되어 슬펐습니다. 
fear,내가 와드에있을 때 한 사람이 죽었고 마지막 사무실을 보라는 지시를 받았습니다. 하지만 죽은 사람을 본 것은 이번이 처음이었습니다. 두려움이 왔습니다. 
anger,록은 그의 어린 아들을 무대로 데려가 술을 마시고 수상 스키를 타던 스릴 넘치는 마법의 아버지가 점차 분개 한 폭군이되고 있음을 알게되었습니다. 
fear,내가 학교에서 담배를 피우는 것을 교사가 목격했다고 생각하고-교장실에 소환되기를 기다리고 있었다. 
neutral,"아, 알겠습니다. "
sadness,NYU에 대한 기대가 높았습니다. 
neutral,그래 나도 너와 같은 생각이야 . 은퇴했을 때 나는 순간적으로 활동하기위한 프로그램에 참여할 것입니다. 
joy,"버스로 통근하는 대신 자전거를 타는 것이 좋습니다. 그것은 당신에게 많은 혜택을 제공 할 수 있습니다. 첫째, 건강에 좋습니다. 더 자세히 설명 할 필요가 없습니다. 많은 사람들이 매일 아침 운동을하는 데 한 시간 정도의 시간을 보내는 반면, 자전거를 타는 것은 당신을 키울뿐만 아니라 시간을 최대한 활용합니다. 더 긴 시간 동안 잠을 잘 수도 있습니다. "
